Week,Compulsive Use,On MOUD,Withdrawal,Fatal Overdose,Death,Cumulative_Overdose_Deaths,Alive,Scenario
105,119066.110521339,22742.369182078848,150577.178937198,15.007256513374067,7598.981701124408,2472.4664518205254,292385.6586406159,Intervention
106,118323.17283531213,22584.153080260123,151415.369812384,14.914056579782475,7662.03293491207,2487.380508400308,292322.69572795625,Intervention
107,117590.67854536008,22427.89158843932,152241.26832502265,14.822166710057594,7724.977201908232,2502.2026751103654,292259.83845882205,Intervention
108,116868.47851246463,22273.57321031268,153055.0337523406,14.731568186263273,7787.8158791377855,2516.9342432966287,292197.0854751179,Intervention
109,116156.4257141128,22121.185640045827,153856.82408396984,14.642242556652379,7850.5503239758855,2531.576485853281,292134.4354381285,Intervention
110,115454.37521507847,21970.715831453068,154646.79598171145,14.55417163195902,7913.181874427379,2546.13065748524,292071.887028243,Intervention
111,114762.18413855853,21822.150062781373,155425.10474334337,14.467337481737829,7975.711849402342,2560.597994966978,292009.4389446833,Intervention
112,114079.71163766236,21675.47399736332,156191.9042702102,14.38172243074991,8038.141548987776,2574.979717397728,291947.08990523586,Intervention
113,113406.818867253,21530.672740387527,156947.34703834713,14.297309055395193,8100.472254715513,2589.277026453123,291884.8386459877,Intervention
114,112743.36895613838,21387.730892020383,157691.5840729066,14.214080180190788,8162.705229826367,2603.491106633314,291822.6839210654,Intervention
115,112089.22697961076,21246.632597098967,158424.7649256689,14.132018874295019,8224.8417195306,2617.623125507609,291760.62450237863,Intervention
116,111444.25993233222,21107.361591602017,159147.03765543233,14.051108448076741,8286.882951264726,2631.674233955686,291698.65917936654,Intervention
117,110808.33670156423,20969.901246093512,159858.54881109053,13.971332449729562,8348.830134944736,2645.6455664054156,291636.78675874823,Intervention
118,110181.32804073865,20834.234606321854,160559.44341721566,13.892674661930585,8410.684463215739,2659.538241067346,291575.00606427615,Intervention
119,109563.10654336825,20700.344431146765,161249.86496197857,13.815119098543246,8472.447111698124,2673.353360165889,291513.3159364936,Intervention
120,108953.54661729354,20568.213227955814,161929.9553872458,13.738650001363869,8534.11923923024,2687.092010167253,291451.71523249516,Intervention
